Title,KSCdirect Part #,Price,UPC
1 X 2-1/2 SCH40 BLK PIPE NIPPLE,NIP BLK 1X2-1/2,$3.95,64444400178
3/4 X 2 SCH80 BLK PIPE NIPPLE,NIP XH 3/4X2,$3.95,64444401143
2 3000# FS SW 90 ELL,90 3000 SW 2,$27.99,69029109133
3/8 WIDE-THROAT C-CLAMP,GRI 93 3/8,$2.87,69029117112
2 X CL SCH80 BLK PIPE NIPPLE,NIP XH 2XCL,$12.23,64444401278
1/4 FTG X C SR 90 ELL,MUE W 02312,$6.14,685768208853
3 BLK STD MERCHANT COUP TAPER TAPPED,COUP BLK 3,$66.32,69029134287
2 PVC-DWV 90 STREET ELL P302-020,90ST PVCD 2,$5.40,054211171035
6 NON-ASBESTOS 150# FULL FACE FLANGE GASKET CGF1001.116.6.150,GSKT 150 FULL 6,$5.25,
1-1/2 PVC SCH 80 MALE ADPT,SPE 836-015,$12.92,054211168011
1-1/2 PVC-DWV 45 STREET ELL P323-015,45ST PVCD 1-1/2,$2.66,054211171219
2 PVC SCH 80 45 ELL S X S,SPE 817-020,$16.04,054211193051
1 PVC40 TEE SXSXS,SPE 401-010,$1.41,054211145388
2 PVC-DWV SAN TEE P400-020,TEE PVCD 2,$7.23,054211171356
3/4 X 12 SCH40 BLK PIPE NIPPLE,NIP BLK 3/4X12,$10.91,64444400163
3/4 X CL SCH40 GALV PIPE NIPPLE,NIP GAL 3/4XCL,$2.85,64444400641
2 X 1 150# TYPE 304 SS BUSHING,BUSH 304 2X1,$13.79,671404095741
3/4 X 3 SCH80 BLK PIPE NIPPLE,NIP XH 3/4X3,$4.77,64444401145
1 PVC SCH 80 TEE S X S X S,SPE 801-010,$7.04,054211193259
1/2 X CL SCH80 BLK PIPE NIPPLE,NIP XH 1/2XCL,$3.42,64444401106
1/2 X 2-1/2 SCH40 BLK PIPE NIPPLE,NIP BLK 1/2X2-1/2,$2.43,64444400109
4 PVC 80 VAN STONE STYLE SLIP FLANGE,SPE 854-040,$37.50,054211193235
1/2 150# TYPE 304 SS UNION,UNION 304 1/2,$8.59,671404096472
3/8 BLK MI 150# 90 ELL,90 BLK 3/8,$4.00,69029134630
1-1/2 X 4 SCH40 BLK PIPE NIPPLE,NIP BLK 1-1/2X4,$7.29,64444400249
2 X 1-1/2 BLK MI 150# REDUCER,RED BLK 2X1-1/2,$18.46,69029134852
2 3000# FS SCREWED COUP,COUP 3000 SCR 2,$16.78,69029108889
1-1/2 PVC SCH 80 UNION S X S,SPE 8057-015,$23.04,054211805572
1/4 X 1/8 BLK STEEL HEX BUSHING,BUSH BLK 1/4X1/8,$0.74,69029134733
1/2 SWT MALE ADPT    604 WC401,MIP SWT 1/2,$2.71,039923303103
1-1/2 PVC80 TEE S X S X S,SPE 801-015,$19.35,054211193266
3/4 SCH 40 TYPE 304 SS PIPE PE,PIPE 304 3/4,$4.85,671404091163
3/4 PVC SCH 80 MALE ADPT,SPE 836-007,$4.45,054211167977
1/2 X 3/8 110-86 BAR STOCK BRASS HEX BUSH,BUSH BRS BAR 1/2X3/8,$1.57,
3/4 PVC SCH 80 COUP S X S,SPE 829-007,$4.67,054211168479
4 PVC SCH 80 PLASTIC PIPE - GRAY 43135     Plain End,PIPE PVC80 GRAY 4,$9.52,098248431359
3 PVC-DWV WYE P600-030,WYE PVCD 3,$22.74,054211193761
7/8 OD TYPE ACR COPPER TUBE - HARD    AC06020,ACR HARD 7/8,$7.26,685768236634
3 STD BUTT WELD 90 ELL,90 BW 3,$26.01,
2 CLASS 150 RF THD FLANGE,FLG 150 RF THD 2,$28.99,
2 PVC-40 45 ELL S X S,SPE 417-020,$3.69,054211164853
3 PVC-DWV 45 STREET ELL P323-030,45ST PVCD 3,$10.61,054211171233
3/4 X 1-1/2 SCH40 TYPE 304 SS NIPPLE,NIP 304 3/4X1-1/2,$2.16,671404027155
2 3000# FS SCREWED 90 ELL,90 3000 SCR 2,$36.60,69029108816
3/8 X 1/4 110-64 BAR STOCK BRASS HEX BUSH,BUSH BRS BAR 3/8X1/4,$1.15,
1-1/4 X 2 SCH40 BLK PIPE NIPPLE,NIP BLK 1-1/4X2,$4.90,64444400211
3/8 X 72 PLATED THREADED ROD  (GAL),ROD 3/8X72,$6.85,69029114530
3/8 150# TYPE 304SS CAST STOCK COUP,COUP 304 3/8,$2.57,671404094782
1/4 OD COMPRESSION SLEEVE SAE,MIA 260X4,$0.17,
3/4 SWT COUP WC400      600DS,COUP SWT 3/4,$1.97,039923309044
3/4 3000# FS SW 90 ELL,90 3000 SW 3/4,$6.64,69029109129
1 SCH 40 TYPE 304 SS PIPE PE,PIPE 304 1,$6.39,671404091187
2-1/2 X 2 BLK MI 125# HEX BUSHING,BUSH BLK 2-1/2X2,$15.19,69029136050
1-1/4 BLK CI 125# SQ HEAD PLUG,PLUG BLK 1-1/4,$4.12,69029135345
4 PVC-DWV CAP P116-040,CAP PVCD 4,$22.20,054211172254
3 NON-ASBESTOS 150# RING FLANGE GASKET CGR1001.116.3.150,GSKT 150 RING 3,$2.00,
3/4 X 2-1/2 SCH40 TYPE 304 SS NIPPLE,NIP 304 3/4X2-1/2,$3.20,671404027186
CBC-LOK MALE CONNECTOR SS 1/2X1/2,TYL SS-8-DMC-8,$20.69,00811731020157
1-1/4 BLK MI 150# TEE,TEE BLK 1-1/4,$14.74,69029134569
3/4 SWT UNION   #633W WC407,UNION SWT 3/4,$17.17,039923335821
1/2 3000# FS SCREWED 90 ELL,90 3000 SCR 1/2,$6.59,69029108811
1/2 3000# FS SCREWED PLUG SQUARE HEAD,PLUG 3000 SCR 1/2,$1.60,69029108990
1 X 2 SCH80 BLK PIPE NIPPLE,NIP XH 1X2,$6.52,64444401177
4 CLASS 150 RF THD FLANGE,FLG 150 RF THD 4,$41.74,
1-1/2 PVC-40 CAP SLIP,SPE 447-015,$1.35,054211164136
1 X 1/2 3000# FS SCREWED HEX BUSHING,BUSH 3000 SCR 1X1/2,$4.06,69029109033
4-1/2X3/4 J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,STB HBJS214,$5.32,
1-1/2 BLK MI 150# 90 ST ELL,90ST BLK 1-1/2,$16.87,69029134707
5X3/4 J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,STB HBJS215,$5.75,
3 PVC SCH 80 MALE ADPT,SPE 836-030,$23.57,054211192962
3/4 X 3/8 BLK STEEL HEX BUSHING,BUSH BLK 3/4X3/8,$2.10,69029134740
1-3/4X5/8 J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,STB HBJS206,$2.54,
1/4 3000# FS SCREWED COUP,COUP 3000 SCR 1/4,$3.35,69029108882
"CLAMP, SINGLE PIN, 1""-1-1/2"", 304SS, SANITARY - 210-500118",SAN 13MHHM-150,$5.98,
3/8 C X 3/8 C X 1/8 C TE,MUE W 40350,$11.09,685768213604
1/2 3000# FS SCREWED COUP,COUP 3000 SCR 1/2,$2.76,69029108884
3/4 AS1100-AS RIDGID PIPE CLAMP,GRI AS1100 3/4,$2.13,69029138312
6 CLS 150 RF SLIP ON FLANGE,FLG 150 RFSO 6,$53.91,
1/2 TYPE 304 SS HALF COUP,COUP HALF 304 1/2,$1.55,671404142445
2 X 3/4 BLK CI 125# HEX BUSHING,BUSH BLK 2X3/4,$10.09,69029134753
1 X 3 SCH80 BLK PIPE NIPPLE,NIP XH 1X3,$6.78,64444401179
1/2-1 69 GALV ADJUSTABLE BAND HANGER,GRI 69 1/2-1,$1.02,69029191780
3/8 FTG X C SR 90 ELL,MUE W 02321,$4.23,685768208860
1-1/4 X CL SCH 40 TYPE 304 SS NIPPLE,NIP 304 1-1/4XCL,$3.69,671404027582
3 X 2 PVC-40 BUSHING S X S,SPE 437-338,$5.56,054211163177
4 PVC-80 90 ELL S X S,SPE 806-040,$27.19,054211193136
2 X 1-1/2 PVC40 BUSHING SXS,SPE 437-251,$2.35,054211163016
3 PVC-DWV THREADED PLUG P106-030,PLUG PVCD 3,$4.74,054211170915
1 INSERT COUP (INS X INS,SPE 1429-010,$1.22,054211159798
1/4 PSTG PLTD TWIRL NUT,GRI PSTG 1/4,$4.58,69029123828
1 SWT MALE ADPT WC401    604,MIP SWT 1,$11.59,039923303424
1/2 XC SR 90 INT RAD ELL,MUE W 02326,$4.99,685768208877
1 SWT 90 ELL WE500     607,90 SWT 1,$7.11,039923312969
1X1/2  J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,STB HBJS203,$1.73,
1/8 X CL SCH40 BLK PIPE NIPPLE,NIP BLK 1/8XCL,$1.99,64444400001
3 X 6 SCH40 BLK PIPE NIPPLE,NIP BLK 3X6,$42.04,64444400350
3/4 TYPE L COPPER TUBE - HARD,L HARD 3/4,$6.39,685768236689
1-1/2 PVC40 PIPE 10' LENGTH - PLAIN END  50820,PIPE PVC40 1-1/2X10' PE,$0.92,098248508204
3/8 X CL 2200 BRASS PIPE NIPPLE       4422321,NIP BRS 3/8XCL,$1.81,671404070809
4 PVC-DWV WYE P600-040,WYE PVCD 4,$42.13,054211193778
1-1/4 X 1 BLK MI 150# REDUCER,RED BLK 1-1/4X1,$10.09,69029134845
2 150# TYPE 304 SS 90 STREET ELL,90ST 304 2,$26.31,671404094478
2 GALV MI 150# 90 ELL,90 GAL 2,$28.65,69029134645
2 X CL SCH40 GALV PIPE NIPPLE,NIP GAL 2XCL,$8.67,64444400778
1 X CL SCH80 PVC PIPE NIPPLE,SPE 884-005,$1.87,054211161807
2 X 6 SCH80 BLK PIPE NIPPLE,NIP XH 2X6,$22.62,64444401286
2 PVC-DWV THREADED PLUG P106-020,PLUG PVCD 2,$2.46,054211170892
3 PVC-DWV 90 STREET ELL P302-030,90ST PVCD 3,$13.39,054211176047
3/4 X 1/2 72206 ROUGH BRASS HEX BUSHING  5422265 Lead Free,BUSH BRS 3/4X1/2 LF,$4.98,53565523743
1/2 3000# FS SCREWED UNION,UNION 3000 SCR 1/2,$16.22,69029109090
1 PVC SCH 80 FEM ADAPTER,SPE 835-010,$7.07,054211167939
3/8 UNION CONNECTOR - PI0412S-US,PI0412S,$2.81,665626047718
1/2 X 3/8 BLK MI 150# REDUCER,RED BLK 1/2X3/8,$4.49,69029134837
3/4 X 8 SCH40 BLK PIPE NIPPLE,NIP BLK 3/4X8,$8.42,64444400155
1 3000# FS SCREWED PLUG SQUARE HEAD,PLUG 3000 SCR 1,$3.06,69029108992
1/2 X 2 SCH80 BLK PIPE NIPPLE,NIP XH 1/2X2,$3.42,64444401108
2 X 2-1/2 SCH40 TYPE 304 SS NIPPLE,NIP 304 2X2-1/2,$7.78,671404028084
3/8X1/4 MALE CONNECTOR - PI011222S-US,PI011222S,$2.28,665626046315
4 NON-ASBESTOS 150# RING FLANGE GASKET CGR1001.116.4.150,GSKT 150 RING 4,$2.59,
3 X 2 150# TYPE 304 SS BUSHING,BUSH 304 3X2,$36.58,671404095888
"3/8"" 128R BLK MI CEILING FLANGE",GRI 128R 3/8,$1.32,69029100798
4 PVC40 TEE SXSXS,SPE 401-040,$30.45,054211166789
3 X CLOSE 304 SS NIPPLE,NIP 304 3XCL,$19.45,671404028343
3/4 INSERT MALE ADPT INS X MIPT,SPE 1436-007,$1.16,054211159637
1/2 PVC SCH 80 PLASTIC PIPE - GRAY 43010    Plain End,PIPE PVC80 GRAY 1/2,$0.74,098248430109
3/4 X 6 SCH80 BLK PIPE NIPPLE,NIP XH 3/4X6,$8.28,64444401151
36 1-1/2X3/4 THRED-O-LET 3000#,T-LET 3000 36-1-1/2X3/4,$11.12,69029196488
3/4 PVC-40 45 ELL S X S,SPE 417-007,$1.35,054211164785
3/4 GALV MI 150# 90 ELL,90 GAL 3/4,$4.57,69029134641
4 PVC SOLID S&D PIPE 52815   (900),PIPE S&D 4,$1.95,098248528158
1 X 6 SCH80 BLK PIPE NIPPLE,NIP XH 1X6,$11.39,64444401185
3/4 3000# FS SCREWED TEE,TEE 3000 SCR 3/4,$12.71,69029108845
4 X CL SCH40 BLK PIPE NIPPLE,NIP BLK 4XCL,$41.03,64444400405
1-1/4 X 3/4 BLK MI 125# HEX BUSHING,BUSH BLK 1-1/4X3/4,$6.17,69029134746
3/4 X 10 SCH40 BLK PIPE NIPPLE,NIP BLK 3/4X10,$9.76,64444400159
2 X 1-1/2 3000# FS SCREWED HEX BUSHING,BUSH 3000 SCR 2X1-1/2,$11.44,69029109053
1/2 BLACK HALF COUPLING (S/T) FIG. 336,COUP HALF BLK 1/2,$3.60,69029134296
3/8 BLK MI 150# 90 ST ELL,90ST BLK 3/8,$5.90,69029134702
1-1/2 150# TYPE 304SS CAST STOCK COUP,COUP 304 1-1/2,$14.70,671404094836
3/4 PVC-40 90ST ELL SXS,SPE 409-007,$1.82,054211142349
Sch40 90 Street Elbow SP x Slip,LAS 409010,$1.83,025528718138
1/8 STEEL STD MERCHANT SQ HEAD PLUG,PLUG BLK 1/8,$0.26,69029135339
2 SCH40 TYPE 304 SS PIPE PE,PIPE 304 2,$14.67,671404091217
4 BLK SCH40 PIPE PE,PIPE BLK PE 4,$18.27,
1-1/4 3000# FS SCREWED UNION,UNION 3000 SCR 1-1/4,$41.16,69029109093
1 X CL SCH40 GALV PIPE NIPPLE,NIP GAL 1XCL,$3.95,64444400676
1-1/2 X 2 SCH 40 TYPE 304 SS NIPPLE,NIP 304 1-1/2X2,$5.01,671404027797
3 PVC40 TEE SXSXS,SPE 401-030,$16.82,054211166710
1 PVC40 PIPE 10' LENGTH - PLAIN END 42820,PIPE PVC40 1X10' PE,$0.62,098248428205
1-1/2 PVC-40 FEM ADAPTER,SPE 435-015,$1.54,054211162491
2 X 1-1/4 BLK CI 125# HEX BUSHING,BUSH BLK 2X1-1/4,$9.64,69029134755
3/4 XHVY BLK PIPE PE,PIPE BLK XH 3/4,$3.78,
1-1/2 X 2-1/2 SCH40 BLK PIPE NIPPLE,NIP BLK 1-1/2X2-1/2,$4.78,64444400246
4 X 6 SCH40 BLK PIPE NIPPLE,NIP BLK 4X6,$57.95,64444400410
1 X 12 SCH40 BLK PIPE NIPPLE,NIP BLK 1X12,$15.09,64444400197
1 AS1100-1-AS RIDGID PIPE CLAMP,GRI AS1100 1,$2.43,69029138313
1-1/2 PVC40 TEE SXSXS,SPE 401-015,$2.66,054211145869
3 PVC-DWV SAN TEE P400-030,TEE PVCD 3,$18.56,054211171363
Pipe Nipple Threading,NPT,,
2 BLK MI 150# 45 ELL,45 BLK 2,$23.58,69029134685
1 PVC40 FEMALE ADAPTER,SPE 435-010,$0.87,054211130520
3 X 2 BLK MI 150# REDUCER,RED BLK 3X2,$54.91,69029135978
1/2 X 1/4 BLK MI 150# REDUCER,RED BLK 1/2X1/4,$4.76,69029134838
1/2 X 1/4 3000# FS SCREWED HEX BUSHING,BUSH 3000 SCR 1/2X1/4,$2.03,69029109024
1/2 X 3/8 3000# FS SCREWED HEX BUSHING,BUSH 3000 SCR 1/2X3/8,$2.03,69029109025
2 X 12 SCH40 BLK PIPE NIPPLE,NIP BLK 2X12,$31.15,64444400298
4 X 3 PVC-DWV RED COUP P102-422,COUP PVCD 4X3,$19.30,054211172209
2-1/2 PVC-40 COUP S X S,SPE 429-025,$4.16,054211164495
2 PVC-40 COMP COUP S110-20,COUP PVC40 COMP 2,$16.35,054211170205
36 - 3/4 X 1/2 THRED-O-LET 3000#,T-LET 3000 36-3/4X1/2,$9.65,69029196486
1/4 C X C X C TEE,MUE W 04000,$6.98,685768209744
1/2 X 1/2 408 FL ADPT FL X MIP,408 8-8,$3.55,
3/4 3000# FS SCREWED PLUG SQUARE HEAD,PLUG 3000 SCR 3/4,$2.00,69029108991
3/4 X 1-1/2 SCH80 BLK PIPE NIPPLE,NIP XH 3/4X1-1/2,$3.95,64444401142
1-1/4 X 3 SCH40 BLK PIPE NIPPLE,NIP BLK 1-1/4X3,$5.23,64444400213
6 PVC SCH 40 PLASTIC PIPE 47720    Belled End,PIPE PVC40 6,$6.63,098248477203
1/4 63-P BRASS INSERT,63P 4,$0.32,
3/8 150# TYPE 304 SS SQ HEAD PLUG,PLUG 304 3/8,$1.67,671404096199
1/4X1/4 MALE CONNECTOR - PI010822S-US,PI010822S,$1.60,665626045868
3 X 3 X 2 PVC-DWV RED WYE P601-338,WYE PVCD 3X2,$17.19,054211193792
4 PVC-DWV SAN TEE P400-040,TEE PVCD 4,$32.31,054211171370
1/4 3000# FS SCREWED PLUG SQUARE HEAD,PLUG 3000 SCR 1/4,$1.46,69029108988
1 X 300 FT HD-100 PLASTIC PIPE 18340,HD100 1X300,$101.77,098248183401
1 3000# FS SCREWED TEE,TEE 3000 SCR 1,$16.74,69029108846
1-1/2 X 4 SCH 40 TYPE 304 SS NIPPLE,NIP 304 1-1/2X4,$8.83,671404027841
1/4 X 3 SCH40 BLK PIPE NIPPLE,NIP BLK 1/4X3,$3.29,64444400040
1 XHVY BLK PIPE PE,PIPE BLK XH 1,$5.03,
1X300 4710 BLUE FLEX PIPE 19135,CE250 BLUE 1X300 IPS,$274.18,098248191352
3/4 X 3/8 150# TYPE 304 SS BUSHING,BUSH 304 3/4X3/8,$3.17,671404095505
3/4 X 1/2 150# TYPE 304 SS BELL RED,RED 304 3/4X1/2,$3.95,671404095093
1/2 X 2-1/2 SCH 40 TYPE 304 SS NIPPLE,NIP 304 1/2X2-1/2,$4.39,671404026783
1/2 SWT COUP WC400     600DS,COUP SWT 1/2,$0.99,039923309006
2 X 4 SCH80 BLK PIPE NIPPLE,NIP XH 2X4,$15.86,64444401282
3 PVC SCH 80 TEE S X S X S,SPE 801-030,$32.88,054211193280
3/4 X 2-1/2 SCH80 BLK PIPE NIPPLE,NIP XH 3/4X2-1/2,$4.77,64444401144
1/2 GALV MI 150# TEE,TEE GAL 1/2,$4.84,69029134575
2255 3/8 PACKING SYNTHETIC YARN W/GRAPHITE (11.30ft),P2255.38,$39.55,
1-1/2 150# TYPE 304 SS TEE,TEE 304 1-1/2,$21.08,671404094591
2 X 3 SCH80 BLK PIPE NIPPLE,NIP XH 2X3,$13.80,64444401280
2 X 1-1/2 PVC80 BUSHING SXS,SPE 837-251,$9.69,054211168219
1 GALV MI 150# 90 ELL,90 GAL 1,$8.48,69029134642
3/4 X 4 SCH80 BLK PIPE NIPPLE,NIP XH 3/4X4,$5.63,64444401147
3/4 X CL SCH80 PVC PIPE NIPPLE,SPE 883-005,$1.41,054211161562
2 X 5 SCH40 BLK PIPE NIPPLE,NIP BLK 2X5,$11.76,64444400284
1 X 2-1/2 SCH80 BLK PIPE NIPPLE,NIP XH 1X2-1/2,$6.78,64444401178
2 PVC FLO-SPAN COUP IPS,SPE S118-20,$33.96,054211729533
1-1/2 X 1-1/4 150# TYPE 304 SS BUSHING,BUSH 304 1-1/2X1-1/4,$9.22,671404095680
3/4 X 1/2 GALV STEEL HEX BUSHING,BUSH GAL 3/4X1/2,$2.37,69029134771
3/8 150# TYPE 304 SS 90 ELL,90 304 3/8,$2.99,671404094089
1-1/2 X 3 SCH 40 TYPE 304 SS NIPPLE,NIP 304 1-1/2X3,$6.99,671404027827
1 TYPE 304 SS HALF COUPLING,COUP HALF 304 1,$2.65,671404142469
3 X 2 PVC80 BUSHING SXS,SPE 837-338,$26.70,054211168271
1-1/2 X 3/4 BLK CI 125# HEX BUSHING,BUSH BLK 1-1/2X3/4,$8.03,69029134749
3/8 X 2 SCH40 BLK PIPE NIPPLE,NIP BLK 3/8X2,$2.75,64444400073
2-1/2 X 2 PVC40 BUSHING SXS,SPE 437-292,$3.78,054211163092
2 X 2 X 1-1/2 PVC-DWV RED TEE  P401-251,TEE PVCD 2X1-1/2,$6.39,054211171387
1/2 X 2 2200 BRASS PIPE NIPPLE       4422340,NIP BRS 1/2X2,$3.21,671404071134
3/4 X 2 2200 BRASS PIPE NIPPLE       4422357,NIP BRS 3/4X2,$4.41,671404071370
1 X 3/4 GALV MI 125# HEX BUSHING,BUSH GAL 1X3/4,$8.62,69029134774
1-1/4 PVC SCH 80 PLASTIC PIPE - GRAY 43065   Plain End,PIPE PVC80 GRAY 1-1/4,$1.70,098248430659
1/4 X 3 SCH 40 TYPE 304 SS NIPPLE,NIP 304 1/4X3,$1.98,671404026424
1 X CL 2200 BRASS PIPE NIPPLE       4422372,NIP BRS 1XCL,$5.16,671404007379
1/2 X 2 SCH40 GALV PIPE NIPPLE,NIP GAL 1/2X2,$2.47,64444400608
1-1/4 X 4 SCH40 BLK PIPE NIPPLE,NIP BLK 1-1/4X4,$6.20,64444400215
1/2 X 3 SCH80 BLK PIPE NIPPLE,NIP XH 1/2X3,$4.15,64444401110
1-1/4 X CL SCH80 BLK PIPE NIPPLE,NIP XH 1-1/4XCL,$7.15,64444401210
3 X 2 PVC-DWV SXS BUSHING P107-338,BUSH PVCD 3X2,$5.11,054211171738
3/4 72230 ROUGH BRASS TEE 5422074 Lead Free (XNL106-12),TEE BRS ROU 3/4 LF,$7.65,671404119935
3/4 BLK SCH40 PIPE PE,PIPE BLK PE 3/4,$2.59,
1/4 X 4 SCH 40 TYPE 304 SS NIPPLE,NIP 304 1/4X4,$2.54,671404026448
1/4 X 1/8 (110-42) BAR STOCK BRASS HEX BUSH,BUSH BRS BAR 1/4X1/8,$0.75,
3/4 X 3-1/2 SCH40 BLK PIPE NIPPLE,NIP BLK 3/4X3-1/2,$3.57,64444400146
1/2 X 1-1/2 SCH80 BLK PIPE NIPPLE,NIP XH 1/2X1-1/2,$3.42,64444401107
1-1/2 PVC-DWV THREADED PLUG P106-015,PLUG PVCD 1-1/2,$2.39,054211170816
1/2 X 3-1/2 SCH40 BLK PIPE NIPPLE,NIP BLK 1/2X3-1/2,$2.95,64444400111
1/2 150# TYPE 304 SS CAP,CAP 304 1/2,$2.15,671404095994
1/2 PVC-80 90 ELL S X S,SPE 806-005,$1.90,054211168622
1-1/2 150# TYPE 304 SS UNION,UNION 304 1-1/2,$32.01,671404096519
2 STD GALV PIPE T&C,PIPE GAL 2,$10.61,
3 PVC 80 VAN STONE STYLE SLIP FLANGE,SPE 854-030,$29.66,054211193181
1-1/2 150# TYPE 304 SS 90 STREET ELL,90ST 304 1-1/2,$19.42,671404094461
1/2 GALV MI 150# 90 ELL,90 GAL 1/2,$3.73,69029134640
1/4 101-4 BAR STOCK BRASS TEE,TEE BRS BAR 1/4,$4.83,
1 X 1/4 BLK MI 125# HEX BUSHING,BUSH BLK 1X1/4,$6.30,69029136058
2 X 8 SCH40 BLK PIPE NIPPLE,NIP BLK 2X8,$23.00,64444400290
1-1/4 X 1 3000# FS SCREWED HEX BUSHING,BUSH 3000 SCR 1-1/4X1,$6.61,69029109039
